name,type of protest,broad type,colour,description of place,type of place,date,day,time,address,place,latitude,longitude,attendance,source,links and further info
delegate meetings on the 10 hours  factory bill,,10 hours,pink_square,"Crown & Anchor, Port Street",pub,02/05/1833,Thursday,,Port Street,Manchester,53.481861,-2.231838,,"Preston Chronicle, 4 May 1833",
acquired as a Socialists' Institution,,socialist,bars,Rose Hill chapel,chapel,01/05/1836,,,,Bolton,53.561138,-2.420182,,"Royle, Robert Owen, 58",
Chartist meeting,,Chartist,pink_circle,Temperance Hall,temperance hotel,21/02/1842,Monday,,,Bolton,53.577161,-2.429097,,NS 5 Mar 1842,
"James Douglas, UE, arrested for cursing the king",,radical,large_green,"Horseshoe, house of Richard Wilkinson",pub,09/04/1799,,,,Bolton,53.580738,-2.426195,,HO 42/47/355,
prosecution society,,local government,large_yellow,Golden Lion,pub,24/06/1811,Thursday,,,Little Hulton,53.533515,-2.42182,,FP/3,
Chartist elect delegate to Convention,,Chartist,pink_circle,Town Hall,town hall,17/12/1839,Tuesday,,,Little Bolton,53.582543,-2.427611,,NS 21 Dec 1839,
Hunt's birthday dinner,,radical,large_green,Town Hall,town hall,06/11/1820,,,,Little Bolton,53.582543,-2.427611,,To the Radical Reformers 17,
Orange societies procession and dinner,,loyal,large_blue,"Hand/Hound and Banner, Deansgate",pub,21/10/1817,Tuesday,12:00,Deansgate,Bolton,53.579132,-2.431908,,Holden diaries,
jubilee gathering and distribution of ale,,patriotic,blu_circle,Union Square,square,25/10/1809,,14:00,Union Square,Bury,53.593046,-2.296063,,"Account of the celebrations, 95",
torchlight meeting,,Chartist,pink_circle,Union Square,square,08/12/1838,Saturday,,Union Square,Bury,53.593046,-2.296063,,HO 40/38/472,
general strike,,trade union,pink_square,Union Square,square,12/08/1839,,09:00,Union Square,Bury,53.593046,-2.296063,1000,HO 40/37/712,
sacred month,,trade union,pink_square,Union Square,square,13/08/1839,Tuesday,,Union Square,Bury,53.593046,-2.296063,,"Charter, 18 Aug 1839",
coronation dinner,,patriotic,blu_circle,National School,schoolroom,22/07/1821,,,Stanley Street,Bury,53.595578,-2.292007,,Liv Merc 27 July 1821,
meeting of delegates of striking millwrights and engineers,,trade union,pink_square,"Hare and Hounds Inn, Bolton-Street",pub,14/04/1845,Monday,,Bolton Street,Bury,53.593679,-2.299884,,Preston Guardian 19 April 1845,
reform meeting,,reform,grn_circle,Clayton Square,square,14/02/1817,Friday,,Clayton Square,Liverpool,53.40508,-2.981525,10000,"Liv Merc 21 Feb 1817; Harrison, 227",
meeting to petition parl against further suspension of habeas corpus,,radical,large_green,Clayton Square,square,27/06/1817,Saturday,,Clayton Square,Liverpool,53.40508,-2.981525,4000,Liv Merc 4 July 1817,
reform meeting,,reform,grn_circle,Clayton Square,square,30/08/1817,Monday,14:00,Clayton Square,Liverpool,53.40508,-2.981525,5000,"LM, 4 Sep 1819",
Cobbett speech,,reform,grn_circle,Clayton Square,square,26/11/1819,Friday,,Clayton Square,Liverpool,53.40508,-2.981525,45000,PR 4 Dec 1819,
caroline procession,,radical,large_green,Clayton Square,square,20/11/1820,Monday,,Clayton Square,Liverpool,53.40508,-2.981525,,MO 25 Nov 1820,
reformers organised coronation day celebration,,reform,grn_circle,Clayton Square,square,01/09/1831,,,Clayton Square,Liverpool,53.40508,-2.981525,15000,"Harrison, 259; Liv Merc 9 Sep 1831",
reform petition,,reform,grn_circle,Clayton Square,square,01/09/1831,,,Clayton Square,Liverpool,53.40508,-2.981525,,"Preston Chronicle, 1 Oct 1831",
laying of statue of George III on jubilee,,patriotic,blu_circle,Great George Square,square,25/10/1809,,,George Square,Liverpool,53.398168,-2.978287,,account of celebrations 97,
loyal declaration of gentlemen,,loyal,large_blue,"King's Arms, Water St",pub,12/05/1810,,,Water Street,Liverpool,53.406896,-2.991106,,HO 33/1/32,
reform,,reform,grn_circle,"Tennis Court, Gradwell St",open space,01/05/1813,,,Gradwell Street,Liverpool,53.402496,-2.982537,,"Harrison, 98",
public meeting for electors opposing the current members,,election,ltblu_circle,"Tennis Court, Gradwell St",open space,07/03/1820,Tuesday,,Gradwell Street,Liverpool,53.402496,-2.982537,,"The Squib-book: Being an Impartial Account of the Liverpool Election, p. 15.",
Caroline meeting,,radical,large_green,"Tennis Court, Gradwell St",open space,10/01/1821,Wednesday,,Gradwell Street,Liverpool,53.402496,-2.982537,3000,MO 13 Jan 1821; Liv Merc 12 Jan 1821,
reform,,reform,grn_circle,"Music Hall, Bold St",music hall,01/08/1830,,,Bold Street,Liverpool,53.403519,-2.979485,,"Harrison, 98",
reform,,reform,grn_circle,Royal Ampitheatre,theatre,01/04/1831,,,,Liverpool,53.407427,-2.98131,,"Harrison, 98",
reform,,reform,grn_circle,Theatre Royal,theatre,01/01/1835,,,Williamson Square,Liverpool,53.406944,-2.983076,,"Harrison, 98",
caroline dinner,,radical,large_green,York Hotel,inn/hotel,23/11/1820,Thursday,,Williamson Square,Liverpool,53.406285,-2.983654,,MO 25 Nov 1820,
caroline dinner,,radical,large_green,Neptune Hotel,inn/hotel,20/11/1820,Monday,,Clayton Square,Liverpool,53.40508,-2.981525,,MO 25 Nov 1820,
meeting on distress of the country,,local government,large_yellow,town hall,town hall,11/10/1816,Friday,,,Liverpool,53.407036,-2.991419,,Hull Advertiser 26 Oct 1816; HO 40/3/part 6/18,
coronation dinner,,patriotic,blu_circle,Town Hall,town hall,01/07/1821,,,,Liverpool,53.407036,-2.991419,250,Liv Merc 27 July 1821,
coronation dinner,,patriotic,blu_circle,Liverpool Arms Hotel,inn/hotel,01/07/1821,,,,Liverpool,53.406122,-2.99102,230,Liv Merc 27 July 1821,
EIC,,commercial,pink_stars,Exchange,exchange,19/11/1792,Friday,,,Liverpool,53.407855,-2.992366,,Chester Courant 27 Nov 1792,
True Blue Club dinner,,loyal,large_blue,Golden Lion Inn,inn/hotel,31/07/1818,Friday,,Dale Street,Liverpool,53.407151,-2.990432,,Morn Chron 8 Aug 1818,
Pitt club anniversary,,loyal,large_blue,"Lillyman's Hotel, Castle St",inn/hotel,28/05/1817,Wednesday,17:00,Castle Street,Liverpool,53.406122,-2.99102,,Pitt club pamphlet,
reform meeting,,radical,large_green,"Long Room, Castle Inn",inn/hotel,23/08/1819,Monday,,,Liverpool,53.405718,-2.99069,,Macclesfield Courier 21 Sep 1819,
meeting of Friends of Constitutional Freedom and Enemies of Political Corruption to address Col Wardle,,reform,grn_circle,Globe Tavern,pub,21/04/1809,,,John Street,Liverpool,53.404804,-2.987758,,Cobbett's PR 20 May 1809,
meeting to petition for repeal of O in C,,commercial,pink_stars,Royal Hotel,inn/hotel,26/02/1808,Friday,,Dale Street,Liverpool,53.408124,-2.988676,,LM 5 March 1808,
meeting on rejection of reform bill,,reform,grn_circle,Clarendon Rooms,law chambers,10/10/1831,Monday,,South John Street,Liverpool,53.406247,-2.988874,,Times 14 Oct 1831,
elect delegates to the National Assembly,,Chartist,pink_circle,North Shore,open space,28/04/1848,Friday,,,Liverpool,53.43546,-2.993656,,NS 29 April 1848,
working men's assoc against O'Connell,,radical,large_green,"Association room, John's Lane",working men's club,14/01/1839,Monday,19:00,John's Lane,Liverpool,53.408364,-2.982026,,NS 19 Jan 1839,
Manchester Union society members' book lying for subscription,,radical,large_green,11 Loom Street,house,28-Oct-1816,Monday,,11 Loom Street,Manchester,53.484849,-2.229252,,BR F 942.7389 SC 13,
Manchester union members' book open for sigs,,radical,large_green,"16 Foundery Street, Bank Top",house,28-Oct-1816,Monday,,"16 Foundery Street, Bank Top",Manchester,53.477498,-2.234091,,942.7389,
Manchester Union society members' book lying for subscriptions,,radical,large_green,2 Lomax Street,house,28-Oct-1816,Monday,,2 Lomax Street,Manchester,53.481296,-2.226484,,942.7389 SC 13,
Manchester Union Society members book lying for sigs,,radical,large_green,32 Henry Street,house,28-Oct-1816,Monday,,32 Henry Street,Manchester,53.484435,-2.230376,,BR F 942.7389 SC 13,
Manchester union members' subscription book for sigs,,radical,large_green,7 Swarbrick Street,house,28-Oct-1816,Monday,,7 Swarbrick Street,Manchester,53.476884,-2.231081,,942.7389,
"John Knight, secretary of Manchester constitutional society, writing to the Hampden clubs",,radical,large_green,77 Hanover Street,house,10-Dec-1816,,,77 Hanover Street,Manchester,53.486074,-2.238437,,"Davis, Lancashire reformers, 70",
Manchester Union members' book for subscriptions,,radical,large_green,77 Hanover Street,house,28-Oct-1816,Monday,,77 Hanover Street,Manchester,53.486084,-2.23847,,mcl scrapbook,= John Knight's House
mayor's dinner,,local government,large_yellow,Adelphi Hotel,inn/hotel,07-Dec-1842,Wednesday,,Piccadilly,Manchester,53.480635,-2.234768,,MG 10 Dec 1842,
tory election meeting,,election,ltblu_circle,Albion Hotel,inn/hotel,12-Jul-1837,Saturday,,,Manchester,53.48157,-2.236714,,MG 19 July 1837,http://manchesterhistory.net/manchester/gone/albion.html
Working Class Political Union,,radical,large_green,Albion Mills pub,pub,27-Sep-1831,Tuesday,,Tib Street,Manchester,53.482594,-2.236887,,"Mcr Times, 1 Oct 1831",
meeting of working classes to thank Mr Prentice for his efforts to secure remission for Derby rising transported 1817,,radical,large_green,Albion Mills tavern,pub,08-Oct-1834,Thursday,20:00,Tib Street,Manchester,53.482594,-2.236887,,Mcr times 11 Oct 1834,
visit of Feargus O'Connor to form branch of Radical Association,,radical,large_green,Albion Mills tavern,pub,16-Dec-1835,Wednesday,20:00,Tib Street,Manchester,53.482594,-2.236887,4000,Mcr times 19 Dec 1835,not allowed to use manor court room or Newall's Buildings
ACLA conference,,ACLA,large_purple,Anti-corn law rooms,own room,01-Jan-1842,,,Peter Street,Manchester,53.477835,-2.247153,,Manchester Times 16 April 1842,
ACLA conference,,ACLA,large_purple,Anti-corn law rooms,own room,02-Jan-1842,,,Peter Street,Manchester,53.477835,-2.247153,,Manchester Times 16 April 1842,
ACLA conference,,ACLA,large_purple,Anti-corn law rooms,own room,03-Jan-1842,,,Peter Street,Manchester,53.477835,-2.247153,,Manchester Times 16 April 1842,
James Dixon arrested at UE meeting,,radical,large_green,Archer,pub,01-Apr-1798,,,Dale Street,Manchester,53.482321,-2.234966,,HO 42/45/489,
king's birthday procession,,patriotic,blu_circle,Ardwick Green,common,04-Jun-1807,Thursday,,Ardwick Green,Ardwick,53.470983,-2.226502,,"CMG, 6 June 1807",
king's birthday procession,,patriotic,blu_circle,Ardwick Green,common,04-Jun-1808,Saturday,,Ardwick Green,Ardwick,53.470983,-2.226502,,"CMG, 7 June 1808",
weavers' committee meeting,,trade union,pink_square,Ardwick Green,common,20-Apr-1812,Monday,,Ardwick Green,Ardwick,53.470983,-2.226502,,"Glen, Urban Workers, 178",
king's birthday procession,,patriotic,blu_circle,Ardwick Green,common,28-May-1832,Monday,,Ardwick Green,Ardwick,53.470983,-2.226502,,M9/61/1/2,
commemoration of 1688,,loyal,large_blue,Assembly Rooms,assembly room,04/11/1788,Tuesday,,Mosley Street,Manchester,53.479874,-2.24076,,MM 11 Nov 1788,
celebration of king's recovery,,loyal,large_blue,Assembly Rooms,assembly room,18/03/1789,,,Mosley Street,Manchester,53.479874,-2.24076,,chetham's broadsides cambrics,
visit of Prince William to Manchester,,patriotic,blu_circle,Assembly Rooms,assembly room,01/04/1804,,,Mosley Street,Manchester,53.479874,-2.24076,,Cowdroy's 14 April 1804,
dinner and ball in honour of Wellington's visit,,patriotic,blu_circle,Assembly Rooms,assembly room,13/09/1830,,,Mosley Street,Manchester,53.479874,-2.24076,,morn post 14 sep 1830,
Chartist lecture,,Chartist,pink_circle,Association Room,radical/Chartist room,06/03/1842,,,Redfern Street,Manchester,53.486773,-2.239469,,NS 5 March 1842,
anti poor law meeting,,ANPL,wht_pushpin,"Association Room, old Palace Inn",radical/Chartist room,05/02/1838,,,Market Street,Manchester,53.482448,-2.24033,,Mcr times 10 feb 1838,
10 hours,,10 hours,pink_square,Batty's Circus,other,24-Mar-1837,,,Great Bridgewater Street,Manchester,53.475374,-2.242861,,mcr times 25 march 1837,
in support of National Convention,,Chartist,pink_circle,Batty's Circus,other,04-Mar-1839,Monday,20:00,Great Bridgewater Street,Manchester,53.475374,-2.242861,,NS 9 march 1839,
in defence of Stephens,,Chartist,pink_circle,Batty's Circus,other,11-Mar-1839,Monday,20:00,Great Bridgewater Street,Manchester,53.475374,-2.242861,,"NS, 16 March 1839",
in support of National Convention,,Chartist,pink_circle,Batty's Circus,other,23-Apr-1839,Tuesday,,Great Bridgewater Street,Manchester,53.475374,-2.242861,,NS 27 April 1839,
Hibernian Church and King Club,,loyal,large_blue,Bay Malton,pub,06-Dec-1792,,,Cockpit hill,Manchester,53.483583,-2.243217,,MM 11 Dec 1792,
radical meeting,,radical,large_green,"Bibby's rooms, New Islington",warehouse,09/12/1816,,19:00,Islington,Manchester,53.484346,-2.222689,,"HO 42/168/355, exam of number 2",
radical meeting,,radical,large_green,"Bibby's rooms, New Islington",warehouse,16-12-1816,Monday,19:00,New Islington,Manchester,53.484346,-2.22689,800,HO 42/168/355,
loyal association,,loyal,large_blue,Black Moor's Head,pub,06-Dec-1792,,,Old Church yard,Manchester,53.48479,-2.244591,,MM 11 Dec 1792,
loyal association,,loyal,large_blue,Black Moor's Head,pub,01-Apr-1795,,,Old Church yard,Manchester,53.48479,-2.244591,,"Prentice, 426",
loyalist assoc meeting,,loyal,large_blue,Black Swan,pub,20/12/1792,,,Smithy Door,Manchester,53.483812,-2.245397,,MM 25 Dec 1792,
chartists/plug riots,,Chartist,pink_circle,Blacksmiths Arms,pub,16-Aug-1842,Friday,20:00,Charles Street,Manchester,53.473782,-2.238765,,MG 24 August 1842,
loyal assoc meeting,,loyal,large_blue,Blacksmith's Arms,pub,04-Jan-1793,Friday,,,Ardwick,53.472366,-2.22844,,MM 22 Jan 1793,
loyal assoc meeting,,loyal,large_blue,Blacksmith's Arms,pub,11-Jan-1793,Friday,19:00,,Ardwick,53.472366,-2.22844,,MM 22 Jan 1793,
Chartists,,Chartist,pink_circle,Boardman Square,square,17/07/1839,,,Boardman Square,Manchester,53.492175,-2.217039,800,PL 27/11,
meeting for peace petition,,radical,large_green,Bridgewater Arms,inn/hotel,01-Nov-1795,,,High Street,Manchester,53.482721,-2.239333,,,
meetings of UE to raise money for O'Coigly,,radical,large_green,Bridgewater Arms,inn/hotel,01-Aug-1797,,,High Street,Manchester,53.482721,-2.239333,,"Graham, Nation, Law and the King, vol 2, p.815",
start of procession for king's birthday,,patriotic,blu_circle,Bridgewater Arms,inn/hotel,04-Jun-1808,,12:00,High Street,Manchester,53.482721,-2.239333,,"Cowdroy's, 7 June 1808",
meeting to form Mechanics Institute,,other,placemark_square,Bridgewater Arms,inn/hotel,17-Apr-1824,,,High Street,Manchester,53.482721,-2.239333,,"Swindells, vol 2, p.39",
anti-emancipation,,loyal,large_blue,Bridgewater Arms,inn/hotel,22-Apr-1825,Friday,,High Street,Manchester,53.482721,-2.239333,,M91/M1/33,
meeting of calico printers against combinations,,commercial,pink_starsushpin,Bridgewater Arms,inn/hotel,16-Jul-1790,Friday,,High Street,Manchester,53.482721,-2.239333,,"pamphlet account of the meeting, 1790",
dinner for George III's birthday,,patriotic,blu_circle,Bridgewater Arms,inn/hotel,04-Jun-1812,,,High Street,Manchester,53.482721,-2.239333,,MM 9 June 1812,
visit of Duke of Gloucester,,patriotic,blu_circle,Bridgewater Arms,inn/hotel,15-Sep-1803,Thursday,,High Street,Manchester,53.482721,-2.239333,,"Hull Packet, 27 Sep 1803",
visit of Admiral Sidney Smith,,patriotic,blu_circle,Bridgewater Arms,inn/hotel,06-Sep-1810,Thursday,,High Street,Manchester,53.482721,-2.239333,,LM 15 sep 1810,
meeting of master fustian manufacturers,,commercial,pink_starsushpin,Bridgewater Arms,inn/hotel,19-Oct-1825,Wednesday,,High Street,Manchester,53.482721,-2.239333,,times 27 oct 1825,
UE meeting,,radical,large_green,Britannia Inn,pub,17-Mar-1801,Monday,,top of Hunt's Bank,Manchester,53.486889,-2.244827,,HO 62/61/255,
Brown St Chartist assoc on joining National Association public meeting,,Chartist,pink_circle,Brown St room,radical/Chartist room,11/09/1840,,,Brown Street,Manchester,53.48126,-2.242163,,NS 19 Sep 1840,
private radical meeting,,radical,large_green,Buck,pub,11/12/1816,Wednesday,,Hanging Ditch,Manchester,53.484888,-2.241192,,HO 42/268/355,http://pubs-of-manchester.blogspot.co.uk/search/label/Buck%20-%20Withy%20Grove
meeting of check manufacturers,,commercial,pink_starsushpin,Bull's Head,inn/hotel,13-Apr-1775,Tuesday,,Market place,Manchester,53.480379,-2.2437,,"Manchester Mercury, 11 April 1775",
loyal address to the king,,loyal,large_blue,Bull's Head,inn/hotel,06-Sep-1775,,,Market place,Manchester,53.480379,-2.2437,,"York Courant, 19 September 1775",
subscription for HM's forces in America,,loyal,large_blue,Bull's Head,inn/hotel,07-Nov-1775,Tuesday,,Market place,Manchester,53.480379,-2.2437,,"Manchester Mercury, 7 Nov 1775",
loyal address to Earl of Shelburne,,loyal,large_blue,Bull's Head,inn/hotel,27-May-1782,Monday,,Market place,Manchester,53.480379,-2.2437,,"Manchester Mercury, 4 June 1782",
celebration of victories in West and East Indies,,loyal,large_blue,Bull's Head,inn/hotel,30-May-1782,Thursday,,Market place,Manchester,53.480379,-2.2437,,"Manchester Mercury, 28 May 1782",
celebration of Rodney's victories,,loyal,large_blue,Bull's Head,inn/hotel,30-May-1782,Thursday,,Market place,Manchester,53.480379,-2.2437,,"Manchester Mercury, 4 June 1782",
HM's birthday,,patriotic,blu_circle,Bull's Head,inn/hotel,04-Jun-1782,Tuesday,,Market place,Manchester,53.480379,-2.2437,,"Manchester Mercury, 11 June 1782",
raise corps of volunteers,,military,wht_circle,Bull's Head,inn/hotel,12-Jun-1782,,,Market place,Manchester,53.480379,-2.2437,,"Cambrics Scrapbook, p. 32",
C and K anniversary meeting,,loyal,large_blue,Bull's Head,inn/hotel,27-Feb-1792,Friday,,Market place,Manchester,53.480379,-2.2437,,"Manchester Mercury, 6 March 1792",
Manchester Constitutional Society,,radical,large_green,Bull's Head,inn/hotel,13-Mar-1792,,,Market place,Manchester,53.480379,-2.2437,,"Manchester Mercury, 20 March 1792",
C and K meeting to sign address/riot Manchester Herald,,loyal,large_blue,Bull's Head,inn/hotel,11-Dec-1792,Tuesday,,Market place,Manchester,53.480379,-2.2437,,Rowbottom diaries,
meetings of APCOL,,loyal,large_blue,Bull's Head,inn/hotel,12-Dec-1792,Wednesday,,Market place,Manchester,53.480379,-2.2437,,Mun A 6 45; MM 18 Dec 1792,
meeting for anti-peace petition,,loyal,large_blue,Bull's Head,inn/hotel,01-Nov-1795,,,Market place,Manchester,53.480379,-2.2437,,,
raising  corps of volunteers,,military,wht_circle,Bull's Head,inn/hotel,28-Feb-1797,,,Market place,Manchester,53.480379,-2.2437,,"broadsides, f 1797/3A",
meeting for voluntary contributions,,patriotic,blu_circle,Bull's Head,inn/hotel,27/02/1798,Tuesday,,Market place,Manchester,53.48038,-2.2437,,Cambrics 121,
raising  corps of volunteers,,military,wht_circle,Bull's Head,inn/hotel,01-May-1798,,,Market place,Manchester,53.480379,-2.2437,,"broadsides, f1798/1D",
